Time,Open,High,Low,Close,Volume,mean
08:00 09-09-2021,46153.0,46414.14,46070.8,46293.15,1675.07936,46211.694
09:00 09-09-2021,46293.15,46850.0,45599.0,46670.7,5376.08108,46224.047
10:00 09-09-2021,46670.71,47240.68,46654.03,46875.98,5060.29301,46257.8365
11:00 09-09-2021,46875.97,47180.0,46872.8,46931.78,2239.01602,46279.5905
12:00 09-09-2021,46931.78,47044.31,46690.04,47001.65,1846.13244,46307.857
13:00 09-09-2021,47001.65,47399.97,46844.62,47202.76,2173.08872,46365.928
14:00 09-09-2021,47202.76,47263.37,46751.07,46766.32,1907.06244,46402.1355
15:00 09-09-2021,46766.31,46828.05,46460.87,46632.42,2270.31125,46403.921
16:00 09-09-2021,46632.41,46719.99,46487.66,46574.75,1420.22597,46430.243
17:00 09-09-2021,46567.2,46646.56,46051.21,46252.36,2000.79739,46425.8795
18:00 09-09-2021,46252.35,46486.66,46206.77,46484.22,1094.06588,46445.211500000005
19:00 09-09-2021,46484.21,46567.73,46266.71,46512.15,1029.25193,46483.821
20:00 09-09-2021,46512.15,46643.47,46285.96,46395.14,932.82569,46503.5225
21:00 09-09-2021,46395.14,46699.15,46262.01,46577.3,1433.34239,46524.1255
22:00 09-09-2021,46577.3,47033.0,46562.97,46894.74,2056.43472,46553.6405
23:00 09-09-2021,46898.23,46980.0,46665.07,46677.56,1144.337,46580.1965
00:00 10-09-2021,46677.57,46727.66,46475.71,46719.71,1055.53128,46602.432
01:00 10-09-2021,46719.71,46817.99,46546.72,46564.66,806.78298,46617.062000000005
02:00 10-09-2021,46564.66,46768.12,46314.64,46694.96,1533.31161,46643.766
03:00 10-09-2021,46694.96,46715.54,46365.51,46391.95,1027.956,46655.713
04:00 10-09-2021,46391.95,46484.97,45900.0,46160.55,2601.14459,46649.083
05:00 10-09-2021,46160.55,46359.0,45623.44,46000.0,2991.6152,46615.548
06:00 10-09-2021,46000.0,46338.53,45732.88,46219.36,2227.21855,46582.717
07:00 10-09-2021,46219.36,46381.98,46100.0,46243.29,1512.92309,46548.2925
08:00 10-09-2021,46243.3,46390.0,45956.78,46331.86,1462.12139,46514.803
09:00 10-09-2021,46331.85,46494.99,45840.32,45914.88,1707.61911,46450.409
10:00 10-09-2021,45914.87,46232.47,45600.0,45845.35,2833.08928,46404.3605
11:00 10-09-2021,45845.35,46106.75,44888.0,45152.79,6430.65169,46330.379
12:00 10-09-2021,45145.83,45623.17,44738.9,45420.86,3640.59075,46272.6845
13:00 10-09-2021,45420.86,45542.44,45308.0,45473.4,1603.04294,46233.736500000006
14:00 10-09-2021,45473.41,45720.0,45380.0,45711.08,1398.77156,46195.0795
15:00 10-09-2021,45711.09,45819.93,45617.1,45708.78,1675.24583,46154.91100000001
16:00 10-09-2021,45708.79,45739.98,45461.86,45649.78,1048.51126,46117.643
17:00 10-09-2021,45649.78,45831.0,45045.0,45066.83,1965.39859,46042.1195
18:00 10-09-2021,45066.83,45266.92,44132.29,44592.91,2734.84489,45927.028000000006
19:00 10-09-2021,44592.91,44881.75,44334.79,44471.77,2429.47581,45816.73849999999
20:00 10-09-2021,44471.77,44877.36,44244.96,44850.91,1728.30567,45723.2985
21:00 10-09-2021,44842.2,45247.0,44722.22,45221.27,2020.80537,45656.129
22:00 10-09-2021,45221.28,45498.27,45174.99,45338.66,1308.8386,45588.314
23:00 10-09-2021,45338.65,45451.85,45139.25,45280.71,1146.99593,45532.752
00:00 11-09-2021,45280.7,45313.41,44870.29,45191.88,1174.29166,45484.3185
01:00 11-09-2021,45191.89,45469.85,45136.48,45303.43,846.36828,45449.490000000005
02:00 11-09-2021,45302.2,45365.49,45001.01,45341.33,930.38344,45405.5885
03:00 11-09-2021,45341.33,45443.81,45164.98,45268.23,843.83892,45356.8355
04:00 11-09-2021,45268.24,45315.58,44765.52,45043.97,2418.08784,45292.441
05:00 11-09-2021,45043.97,45188.93,44835.29,45126.98,1098.03146,45253.046
06:00 11-09-2021,45125.43,45488.56,44947.03,45475.74,1309.74648,45234.5655
07:00 11-09-2021,45475.74,45727.49,45414.33,45668.0,1709.67009,45260.326
